clade_name	clade_taxid	ETV364_8_filtered.fastq_profiled_metagenome	ETV364_7_filtered.fastq_profiled_metagenome	ETV364_50_filtered.fastq_profiled_metagenome	ETV364_38_filtered.fastq_profiled_metagenome	ETV364_37_filtered.fastq_profiled_metagenome	ETV364_36_filtered.fastq_profiled_metagenome	ETV364_35_filtered.fastq_profiled_metagenome	ETV364_33_filtered.fastq_profiled_metagenome	ETV364_32_filtered.fastq_profiled_metagenome	ETV364_30_filtered.fastq_profiled_metagenome	ETV364_3_filtered.fastq_profiled_metagenome	ETV364_29_filtered.fastq_profiled_metagenome	ETV364_21_filtered.fastq_profiled_metagenome	ETV364_20_filtered.fastq_profiled_metagenome	ETV364_17_filtered.fastq_profiled_metagenome	ETV364_16_filtered.fastq_profiled_metagenome	ETV364_15_filtered.fastq_profiled_metagenome	ETV364_12_filtered.fastq_profiled_metagenome	ETV364_1_filtered.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344	2|1239|||	0	0	0	0	0	0	479317	0	3221	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31793	2|1239||||	0	0	0	0	0	0	24545	0	3221	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31793|s__GGB31793_SGB45163	2|1239|||||	0	0	0	0	0	0	24545	0	3221	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31793|s__GGB31793_SGB45163|t__SGB45163	2|1239||||||	0	0	0	0	0	0	24545	0	3221	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31838	2|1239||||	0	0	0	0	0	0	454772	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31838|s__GGB31838_SGB45216	2|1239|||||	0	0	0	0	0	0	454772	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10344|o__OFGB10344|f__FGB10344|g__GGB31838|s__GGB31838_SGB45216|t__SGB45216	2|1239||||||	0	0	0	0	0	0	454772	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1227	2|1239|	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	2|1239||	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	2|1239|||	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036	2|1239||||	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224	2|1239|||||	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224|t__SGB102224	2|1239||||||	1550	35578	2411	4468	6424	0	1717	0	19179	69576	2507	0	0	2573	0	14392	0	2068	1443
k__Bacteria|p__Firmicutes|c__CFGB1814	2|1239|	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814	2|1239||	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814	2|1239|||	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900	2|1239||||	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900|s__GGB75900_SGB102322	2|1239|||||	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900|s__GGB75900_SGB102322|t__SGB102322	2|1239||||||	0	0	0	0	0	0	0	0	0	0	3079	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28403	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28820	2|1239|	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	377947	0	1152	0	0	1745833	0	0	1463109
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820	2|1239||	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	377947	0	1152	0	0	1745833	0	0	1463109
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820	2|1239|||	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	377947	0	1152	0	0	1745833	0	0	1463109
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB28821	2|1239||||	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	0	0	1152	0	0	1745833	0	0	908578
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB28821|s__GGB28821_SGB41477	2|1239|||||	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	0	0	1152	0	0	1745833	0	0	908578
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB28821|s__GGB28821_SGB41477|t__SGB41477	2|1239||||||	0	670603	1230393	0	1016364	0	654436	0	581761	2137726	0	0	1152	0	0	1745833	0	0	908578
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087	2|1239||||	0	0	0	0	0	0	0	0	0	0	377947	0	0	0	0	0	0	0	554531
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087|s__GGB75087_SGB102254	2|1239|||||	0	0	0	0	0	0	0	0	0	0	377947	0	0	0	0	0	0	0	554531
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087|s__GGB75087_SGB102254|t__SGB102254	2|1239||||||	0	0	0	0	0	0	0	0	0	0	377947	0	0	0	0	0	0	0	554531
k__Bacteria|p__Firmicutes|c__CFGB28877	2|1239|	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877	2|1239||	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877	2|1239|||	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28868	2|1239||||	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28868|s__GGB28868_SGB41542	2|1239|||||	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28868|s__GGB28868_SGB41542|t__SGB41542	2|1239||||||	0	0	0	0	0	0	0	0	0	288241	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001|s__GGB29001_SGB41717	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001|s__GGB29001_SGB41717|t__SGB41717	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15159	706	0
k__Bacteria|p__Firmicutes|c__CFGB28980	2|1239|	5993	0	51384	192447	30885	102142	103448	103130	0	0	88869	140559	46953	41542	96842	0	239601	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980	2|1239||	5993	0	51384	192447	30885	102142	103448	103130	0	0	88869	140559	46953	41542	96842	0	239601	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980	2|1239|||	5993	0	51384	192447	30885	102142	103448	103130	0	0	88869	140559	46953	41542	96842	0	239601	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778	2|1239||||	0	0	0	192447	30885	102142	103448	103130	0	0	88869	140559	0	0	0	0	239601	0	0
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778|s__GGB28778_SGB41431	2|1239|||||	0	0	0	192447	30885	102142	103448	103130	0	0	88869	140559	0	0	0	0	239601	0	0
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778|s__GGB28778_SGB41431|t__SGB41431	2|1239||||||	0	0	0	192447	30885	102142	103448	103130	0	0	88869	140559	0	0	0	0	239601	0	0
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28980	2|1239||||	5993	0	51384	0	0	0	0	0	0	0	0	0	46953	41542	96842	0	0	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28980|s__GGB28980_SGB41692	2|1239|||||	5993	0	51384	0	0	0	0	0	0	0	0	0	46953	41542	96842	0	0	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28980|s__GGB28980_SGB41692|t__SGB41692	2|1239||||||	5993	0	51384	0	0	0	0	0	0	0	0	0	46953	41542	96842	0	0	25442	91140
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB1559|s__GGB1559_SGB43521	2|1239|||||	1898914	283882	183806	996233	142672	1984920	247201	1519620	481371	529210	1437570	1246377	0	1622250	2008155	209222	0	1102677	1243105
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB1559|s__GGB1559_SGB43521|t__SGB43521	2|1239||||||	1898914	283882	183806	996233	142672	1984920	247201	1519620	481371	529210	1437570	1246377	0	1622250	2008155	209222	0	1102677	1243105
k__Bacteria|p__Firmicutes|c__CFGB3297	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3297|o__OFGB3297	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3297|o__OFGB3297|f__FGB3297	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3297|o__OFGB3297|f__FGB3297|g__GGB29668	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3297|o__OFGB3297|f__FGB3297|g__GGB29668|s__GGB29668_SGB42476	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3297|o__OFGB3297|f__FGB3297|g__GGB29668|s__GGB29668_SGB42476|t__SGB42476	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875	2|1239|	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875	2|1239||	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875	2|1239|||	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776	2|1239||||	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776|s__GGB28776_SGB41429	2|1239|||||	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776|s__GGB28776_SGB41429|t__SGB41429	2|1239||||||	11557	1971	0	21571	0	0	0	6979	90	0	0	15043	0	5228	21452	0	10676	0	0
k__Bacteria|p__Firmicutes|c__CFGB49426	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB49426|o__OFGB49426	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB49426|o__OFGB49426|f__FGB49426	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB6645	2|1239|	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	74581	138737
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645	2|1239||	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	74581	138737
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645	2|1239|||	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	74581	138737
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20080	0
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB41703	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20080	0
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB41703|t__SGB41703	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20080	0
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28991	2|1239||||	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	54501	138737
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28991|s__GGB28991_SGB41705	2|1239|||||	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	54501	138737
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28991|s__GGB28991_SGB41705|t__SGB41705	2|1239||||||	0	0	0	0	0	0	65454	0	0	1097	30251	0	0	0	0	0	4811	54501	138737
k__Bacteria|p__Firmicutes|c__CFGB72709	2|1239|	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709	2|1239||	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709	2|1239|||	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300	2|1239||||	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300|s__GGB30300_SGB43264	2|1239|||||	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300|s__GGB30300_SGB43264|t__SGB43264	2|1239||||||	344137	205982	152817	447499	112137	399518	369573	471542	319739	81283	276545	268222	369492	164866	118374	60679	421068	183220	50163
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956	2|1239||||	20276	4534	21146	41804	4598	17948	51070	42547	23735	10523	36304	32169	37932	32892	54376	38993	51893	7005	64235
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665	2|1239|||||	20276	4534	21146	41804	4598	17948	51070	42547	23735	10523	36304	32169	37932	32892	54376	38993	51893	7005	64235
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	2|1239||||||	20276	4534	21146	41804	4598	17948	51070	42547	23735	10523	36304	32169	37932	32892	54376	38993	51893	7005	64235
k__Bacteria|p__Firmicutes|c__CFGB75900|o__OFGB75900|f__FGB75900|g__GGB45977	2|1239||||	0	1808	7183	12124	0	0	0	0	6148	5143	0	2113	8279	0	0	7673	0	5594	4361
k__Bacteria|p__Firmicutes|c__CFGB75900|o__OFGB75900|f__FGB75900|g__GGB45977|s__GGB45977_SGB41021	2|1239|||||	0	1808	7183	12124	0	0	0	0	6148	5143	0	2113	8279	0	0	7673	0	5594	4361
k__Bacteria|p__Firmicutes|c__CFGB75900|o__OFGB75900|f__FGB75900|g__GGB45977|s__GGB45977_SGB41021|t__SGB41021	2|1239||||||	0	1808	7183	12124	0	0	0	0	6148	5143	0	2113	8279	0	0	7673	0	5594	4361
k__Bacteria|p__Firmicutes|c__CFGB75925	2|1239|	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925	2|1239||	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925	2|1239|||	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925|g__GGB31439	2|1239||||	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925|g__GGB31439|s__GGB31439_SGB44769	2|1239|||||	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925|g__GGB31439|s__GGB31439_SGB44769|t__SGB44769	2|1239||||||	0	0	52378	0	0	0	0	0	39216	1622	0	0	0	0	0	0	0	0	5775
k__Bacteria|p__Firmicutes|c__CFGB75984	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564|s__GGB45564_SGB63259	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564|s__GGB45564_SGB63259|t__SGB63259	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106340	0
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760	2|1239||||	66094	51788	72988	79606	41079	68938	2276	63100	62576	76605	78821	46418	39618	61173	45278	82197	0	68536	0
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760|s__GGB79760_SGB63182	2|1239|||||	66094	51788	72988	79606	41079	68938	2276	63100	62576	76605	78821	46418	39618	61173	45278	82197	0	68536	0
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760|s__GGB79760_SGB63182|t__SGB63182	2|1239||||||	66094	51788	72988	79606	41079	68938	2276	63100	62576	76605	78821	46418	39618	61173	45278	82197	0	68536	0
k__Bacteria|p__Firmicutes|c__CFGB76074	2|1239|	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074	2|1239||	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074	2|1239|||	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949	2|1239||||	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949|s__GGB28949_SGB41655	2|1239|||||	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	2|1239||||||	0	0	0	0	0	25035	0	0	0	0	42695	0	0	0	0	0	0	8166	433
k__Bacteria|p__Firmicutes|c__CFGB76077	2|1239|	39026	229	2538	23470	1176	2801	2884	7225	315	8280	0	2151	16791	13710	44744	10243	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077	2|1239||	39026	229	2538	23470	1176	2801	2884	7225	315	8280	0	2151	16791	13710	44744	10243	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077	2|1239|||	39026	229	2538	23470	1176	2801	2884	7225	315	8280	0	2151	16791	13710	44744	10243	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28841	2|1239||||	0	0	0	0	1176	0	0	0	0	243	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28841|s__GGB28841_SGB41505	2|1239|||||	0	0	0	0	1176	0	0	0	0	243	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28841|s__GGB28841_SGB41505|t__SGB41505	2|1239||||||	0	0	0	0	1176	0	0	0	0	243	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851	2|1239||||	39026	229	0	23470	0	2801	2884	7225	0	0	0	2151	16791	13710	44744	10243	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851|s__GGB28851_SGB41518	2|1239|||||	39026	229	0	23470	0	2801	2884	7225	0	0	0	2151	16791	13710	44744	10243	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	2|1239||||||	39026	229	0	23470	0	2801	2884	7225	0	0	0	2151	16791	13710	44744	10243	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853	2|1239||||	0	0	2538	0	0	0	0	0	315	8037	0	0	0	0	0	0	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519	2|1239|||||	0	0	2538	0	0	0	0	0	315	8037	0	0	0	0	0	0	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519|t__SGB41519	2|1239||||||	0	0	2538	0	0	0	0	0	315	8037	0	0	0	0	0	0	0	1074	0
k__Bacteria|p__Firmicutes|c__CFGB76081	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081|f__FGB76081	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081|f__FGB76081|g__GGB31851	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081|f__FGB76081|g__GGB31851|s__GGB31851_SGB45230	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76081|o__OFGB76081|f__FGB76081|g__GGB31851|s__GGB31851_SGB45230|t__SGB45230	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645	2|1239||||	4203	2472	733	7964	334	218	3045	1938	32167	4165	977	10371	0	1506	2691	4157	3144	4336	2343
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645|s__GGB28645_SGB41268	2|1239|||||	4203	2472	733	7964	334	218	3045	1938	32167	4165	977	10371	0	1506	2691	4157	3144	4336	2343
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645|s__GGB28645_SGB41268|t__SGB41268	2|1239||||||	4203	2472	733	7964	334	218	3045	1938	32167	4165	977	10371	0	1506	2691	4157	3144	4336	2343
k__Bacteria|p__Firmicutes|c__CFGB76170	2|1239|	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170	2|1239||	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
